id,article_id,comment,commented_by,posted_datetime
c54036,a000808,"Noted computer security guru trusted by all government agencies turns out to be a ""Manchurian Candidate"" - sees the Queen of Diamonds and releases Windows ""Comrade"" two months early - world falls apart. ",Kevin Calmes,2006-04-18 15:43:00
c54037,a000808,"Nuclear bombs hidden in 8U rack-mounted servers are distributed in datacenters nationwide...anyone can be a customer, especially at Savvis. A complex series of port knockings, followed with the reassembly of little used tcp options from a the packets that follow are required to detonate. However, the only guy with the packet series is a muslim thats lost his way and looses his laptop in a strip bar...script kiddies, the sons of the bar owner, find his laptop and detonate the bombs...the ultimate in DDOS!
ha ha! ",miked,2006-04-18 15:52:00
c54040,a000808,"The key point is just to take something that a lot of people use every day, and make it scary. Soak a lot of $20 bills in something nasty, such as radioactive isotopes or anthrax.  Spread them nationwide.  Send a few of them to the FBI to prove that it's real. Contaminate several big wheat or corn shipments with a nasty toxin.  Make sure that it kills some people and makes lots of other people throw up.  The resulting mass hysteria will make a lot of other people throw up, too.  Keep doing it for months. Release poison gas in the subway of several cities at the same time.  Do it again in a week. Raid a water treatment plant and put something in the water.  Again, radioisotopes are good.   Do something to block traffic on the highways into the city.  This will block water from being trucked in.  If you put a toxic spill on the highway, it will greatly slow down the cleanup effort. Then, there's always simple and destructive:  Blow up levees and cause floods.  Do it in three cities at once.  Do it again the next year.",Dan Zerkle,2006-04-18 16:10:00
c54053,a000808,"Osama has been captured by US forces and is now being tried for his crimes.  In the midst of a huge media circus, an American executes a daring suicide bombing run to kill Osama and succeeds (a bombing run that cannot be explained by anyone who knew the bomber – he was actually an American born and American raised suicide bomber).  Meanwhile, a new snake is rising to take control (let’s call this new leader Ajaf).  Using the death of Osama to inspire a new generation of terrorists, Ajaf creates a new network of terrorist cells within the U.S. using small 2 to 3 man teams.  Each team purchases common household supplies from dozens of stores and begin creating bombs that they can strap to themselves.  Ajaf positions each cell to be responsible for a single target within an appointed window of time.  Additional secondary and tertiary targets are also identified for each team just in case they need to alter their plans.  These targets are intended to be large gatherings of people - mostly women and children.  The first attack goes off in the heart of Disneyland just days before Thanksgiving.  A few days later another attack takes place.  And another, and another, and another over a period of days.  All major targets focused on dense family populations.  The US Government is spiraling out of control - they cannot track these terrorists down, nor can they predict their next target.  The American people are gripped by fear and unable to leave their homes – again and again new attacks are reported and the Government has no answers.  People become angry and intolerant of the U.S. Government and of anyone they tie to the threat of terrorism.  Mass lynching’s of middle eastern people begin to take place, US forces try to stop them, the mobs retaliate out of fear, US forces are then opening fire on Americans…  Marshal law is declared and if you are in the streets then you are a combatant.  The bombings stop, but a cloud of fear and horror has descended upon the American people.  The economy is in shambles, the American people loath their government beyond anything seen before in history…",BB,2006-04-18 18:38:00
c54070,a000808,"Michael Higgins's post on Apr 1 regarding triggering the Cumbre Vieja (which is exactly what I was going to suggest!!) is by far the best ""Movie Plot Threat"" in the theme of this contest.  The idea is not just to kill people, but to do it in a hugely over-the-top way that is unbury-able by the press and governments, and categorically unforgetable.  Besides, this threat would hardly dent the ""terrorist world.""
For background and ""movie justifiability"" see:  http://www.es.ucsc.edu/~ward/papers/La_Palma_grl.pdf
and 
http://www.eurekalert.org/pub_releases/2001-08/ucl-mtd082301.php    Killing people conventionally is way too slow with too little real impact.  Ecological disaster is too slow.  But THIS takes the worst natural disaster of the past century and scales it up by orders of magnitude.  This is REAL disaster movie material!!!  Not protected, just sitting there waiting to be cooked off.  (Better than a comet because we can actually go look at Cumbre Vieja and visualize just where to place the charges!!) A well financed team, a North Korean or Iranian ""device"" (why waste it on Isreal when you can take out The Great Satan itself!) and you've made the world free for totalitarianism! Much to my chagrin, Higgins got to it first it looks like to me.  :)",Keith,2006-04-18 21:26:00
c54071,a000808,"Oh, and this one: http://www.rense.com/general56/tsu.htm Anybody want to work on the screenplay with me?",Keith,2006-04-18 21:28:00
c54097,a000808,"Unlikely, yet still plausible?  Story of my life.  In the interest of not boring everyone to death with all the requisite slice of life posturing, I'll jump right in. In the dead of night, a soldier outside an undisclosed secret military facility has his neck broken by an invisible evil.  A little girl is awakened to the sound of tanks outside her window.  It is the present day. A nefarious band of terrorists has itself mailed first class to the United States.  Utilizing inexpensive hardware and simple incendiary devices, they've managed to destroy many of the internet's major nodes and other vital communications hubs, simultaneously crippling the air and rail systems and disrupting satellite feeds.  CENTCOM is alert level Zed as clandestine military operations in the middle east have been compromised internally.  Several agents experience gruesome, rapid-fire deaths. Hotel room, daytime.  A group of stereotypical militant jihadists are inspecting what appears to be a trained bird of prey; a falcon, or perhaps a bald eagle.  We soon learn that the bird is really a convincing remote controlled airplane.  It flaps its wings as one of the mustachioed men laughs maniacally.  Cigar smoke fills the room.  Through the haze, we close in on a shot of the cigar's label.  Made in Cuba. The president is a bumbling yokel with less of a clue than a bulemic cheerleader at fat camp.  His approval rating has sunk to an unprecedented depth following an unpopular invasion of an especially unintimidating country.  Concealed by his curtain of embattled ignorance, a coup is in the works.  The secretary of defense is fearful that he may lose his job.  Mounting discontent from military leaders and politicians down both sides of the aisle has the defense secretary walking on eggshells.  Or so it would seem. The little girl, it turns out, is the daughter of a top NSA agent.  She is gifted with psychic abilities following her father's accidental exposure to a supersecret military gas intended as a kind of non-temporary suntan lotion.  Unknown to government researchers, the gas also effortlessly removes bubblegum from sidewalks.  The NSA agent begins to unravel the defense secretary's plans, and at the crucial moment when all is to be revealed to him, his office door swings open and his daughter runs in, screaming. ""Father!  It's not too late!  You don't want to know the horrible secret!  They'll kill you if you discover it!"" The envelope is seen descending in slow motion, further, more slowly still, until it is seen landing, ever-so-softly and with some Vaseline on the lens, smack dab in the middle of an extra-fancy NSA trashcan. Meanwhile, the Chinese have begun a secret invasion of their own, with all the people of China - men, women, and children - paddling their way over to America in small, unassuming boats. The plan, as it turns out, is to fly the fake eagle at the president.  The bird may be strapped with some kind of explosive, or else it may emit a poison gas from its nose.  Either way, the secret service guys will not shoot at it, fearing that it may be on some endangered species list somewhere.  It's only a matter of time before the president's big speech at Tom Cruise's placenta banquet, and you'd better believe the Scientologists are in on it.  The clock is ticking. A Mujahideen splinter group has spiked the water supplies of all major U.S. cities with hallucinogens.  The Internet is still mostly unavailable, which has created a sort of YouTube- and MySpace-deprivation psychosis pandemic.  Martial law has been imposed and only crazy people with guns are allowed outside after dark.  Politicians and pundits are once again seen literally standing atop their soapboxes, and doomsday prophets are congesting the streets with their unnecessarily large sandwich boards. There you have it.  Vote for me to find out how it ends.  Hint: it has nothing to do with the kinkajou headed succubus.",Mister Me,2006-04-19 01:47:00
c54100,a000808,"Also, to Joe: backhoes won't work, I'm afraid.  Backhoes *and* explosives (or pickaxes and a lot of time) would.",Mister Me,2006-04-19 01:56:00
c54104,a000808,Here is my recursive movie-plot threat... A group of terrorists enter a competition to find the best movie-plot threat. They propose to make a film about a group of terrorists who enter a competition to find the best movie-plot threat. Their idea is to build a remote controlled plane carrying a gun and use it to assasinate the president because it can fly under radar etc. Whilst making the film they encourage the special effects industry to create the laser based command and control systems (to avoid radio jamming) and other technologies necessary to actually build and then use the device under the guise of filming. The attempt is successful which throws the US political scene into turmoil and a Senate committee is created to investigate Hollywood for terrorist infiltration. The resulting McCarthyesque investigation brings the US movie industry to its knees.,SLiM,2006-04-19 02:26:00
c54105,a000808,"Steal a nuke or get some waste - waste must be post use, not post enricments.
Announce that the AWhiteB is tired of   arabs dictating to the the USofA. Announce AWB-Hassidic alliance and announce that a nuke will be set of in some downtown.
Get lots of lpg in tankers - 1000 tonnes should be enough. Hire an ampitheatre for a  Orphans benefit concert. Spend money on tickets, organisation of benefit and publicity. Arrange rehersal. Let off fireworks, have party with local religious groups and churches. Send everyone home. announce second rehersal. Burn nuke on thermite bed (Potassium Permanganate, Aluminium powder, steel wool, - about 100 kg) in the ampitheatre. a good hot fire is required to lift fallout plume.
Early am, a frosty morning at the Mile High Stadium would be good, fill up ampitheatre with LPG. remote ignite.
go on holiday with left over money.
After some time - say one week-announce successful nuke detonation.
Say AWhiteB, Hassidics only involved as front men for Sierra Club
Goals achieved
a) choice of terrorist groups changes political landscape
b) damage and fallout will look very nukey
c) everyone hates us now/clean up at home first.
d) world economy changes
e) RoW cheers as USA takes bat and ball, goes home.             ",Dougi,2006-04-19 02:28:00
c54109,a000808,"OK,
Lets do away with any real education.
Lets get rid of about 90% of the cash.   with the man power of 20-30..Sitting in 20 states, all making Molitov cocktails, from dollor store Alcohol and deasal fuel, and maybe abit of gliceran...
aAt the end of summer as the fields are almost ready for harvest and the forests are drying out...2-4 persons in each state start up their cars and head for the harvest.
They drive down back roads into the RURAL areas and throw Burning cocktails into the fields, hit the hiways and do it AGAIN 50 miles down the road...
Hitting the fields, and the dry forests, could decemate about 1/2-2/3's of the crops and light up the night with forest fires.
After 2 days of road travel they can disappear...  With something like 2000 fires burning accross the US..    ",ECA,2006-04-19 03:10:00
c54111,a000808,"Another one is also easy...
Trojan nuke plant, had Waste barrels sitting on there site, for years after it closed...  and its on the hiway system..
WANT it, TAKE it...
Wasnt any REAL security, and the plant is RIGHT off the main hiway, next to the river..  Take it up and Dump it into the head waters of the Snake and Mississippi..  should kill off enough fish and people, to casue ALOT of disruption...easy..   ",ECA,2006-04-19 03:14:00
c54113,a000808,"The Promotional Peppermint Attack: Every trade show / hospitality event seems to massive amounts of free breath mints, not to mention airliners and cafes. These mints are shipped in by the cattering companies in huge anonymous plastic bags. The recipe is simple: Take a lot of arsenic trioxide, add enogh sugar and peppermint oil to cover the metallic taste and roll out into litle white balls. Distribute wildly at various events - and suddenly you got people either becoming very ill or dying in droves.  And if you were to get these mints into wide spread circulation they'd be popping up for years to come. It could be the end to the minty breath as we know it...",rkm,2006-04-19 04:05:00
c54114,a000808,"Here is another one.
Buy 450000$ worth of Termite.
Make travel arrangements and rent truck. 
Travel to Yellowstone.
Drive vehicle into to the crater of the supervolcano there. (There is maps to the thinnest area on the web)
Detonate Termite.      If my movieplot plan is successful: One supervolcano eruption. A lot of damage and disruption in the old US. (And of course in the rest of the world too, but ... heavy damage is essential)",Jon Leirdal,2006-04-19 04:05:00
c54115,a000808,"Here’s my synopsis, I’d be very cheap to pad it out ;-) All these plots are too incendiary; one must look for the weakest link and that is the grey matter between the presidents ears. What about a spy who get close to him and starts tippling, discretely at first and then whamo pops the question “How about a swift one George?��?, the prez tumbles off the wagon, starts binging and making even worse decisions, until one night heavily fuelled and depressed he decides he’s going to end it ALL.",Podders,2006-04-19 04:32:00
c54124,a000808,"Still to say...
Being in the food production industry, inseting small amouts of boric acid into the food stuffs would be easy, and VERY deadly..  considering chicken poks takes about 2 weeks to infect...And the US has wiped it out(to a point) and extra shots are not given to adults...It would be very easy to carry it, and then jump into the Airlines and spread it, WIDELY..",ECA,2006-04-19 06:02:00
c54126,a000808,"One ""soft"" movie-plot threath,... or not so soft?....
(if anti-virus companys catch it early, could be soft; otherwise, can be ""hard"")  Low profile computer virus, as concealed as posible. Whose targets where calc-sheets or databases. And the only payload that it carries was random data swaping capability, always between same column/field of diferent rows/records. If changes are slow enough, wen users become aware that something happens with their data.... can be too late to recover from backup copies. What can be worse than lost data...?, corrupt data that you can't trust! Serious databases are well protected, and it's difficult to swap data into.... ...But think it over for a moment: if it where possible..., for example, what about patient names, file numbers or treatments swaping in hospital records?; or account numbers, payment amounts, client id's... swaping in ERP records?...or..... ",Birp,2006-04-19 06:21:00
c54127,a000808,"World War 1 In A US City Conspirators research rail shipments of liquid chlorine; 90 tons in a GATX tank car.  They find one shipment routed through a major city, and locate two properly spaced road/track intersections the train will cross.  They high-jack two ambulances; and drive one to the first intersection; it sits on the track with sirens and lights going - the train stops to avoid hitting it. The two intersections are selected so that the chlorine tank car is now stopped at the second one.  The second ambulance, driven by a suicide bomber, arrives at the stationary tank car and crashes into it, causing the chlorine to spill, spreading 90 tons of poisonous gas throughout the surrounding area. This would cost a lot less than $500,000. I sent a somewhat more detailed version of this scenario to the Department of Homeland Security several years ago.  I hope they took appropriate action.",dave437,2006-04-19 06:21:00
c54138,a000808,"I'm beginning to think that BS may just be looking for a large sample dataset with high entropy content for testing out how well wholesale surveillance methods for bulletin board postings work....but here's mine. Since nuclear weapons and biologicial warfare are just so yesterday, I'd do this: first steal a preview copy of a major film release. Produce thousands of DVD copies inserting subliminal messages, or even overt advertising and mail them out to as many people as possible. Double whammy - I'm undermining capitalism-as-we-know-it (maybe the studio will even go bust) and getting my message across directly. It does give some substance to what MPAA, but I guess that's what they call collateral.",symcbean,2006-04-19 08:23:00
c54757,a000808,The terrorists would have to make sure that all   abductions were rich or uppermiddle class whites. Child abuductions happen all the time. But a coincidence of two upper-middle class abductions makes cnn go into child abduction hysteria mode. Imagin what would happn if 50 high profile child abduction cases were to happen across the country within a few days.,Quasar,2006-04-23 09:59:00
c54147,a000808,"Place a small, shaped charge on the cables or pulley on a random selection of elevators in New York city, set to go off when the elevator nears the top of the shaft.  Even if no one is killed (the safety breaks are *supposed* to stop them) access to the top floors of most office towers would be blocked until *all* the elevators in the city could be checked.  For fun, another set of explosives (only a couple would be needed) that blow the floor out of some elevators, set to go off 24 hours later, would undermine public confidence (just when you thought it was safe to get back in the elevator), further undermining public confidence and disrupting the business structure. Panic sets in when those who live in high rises realize that they will have to take their poodle down all those flights of stairs to take it for a walk.",James A. Robbins,2006-04-19 09:38:00
c54151,a000808,"1.  Worldwide infection of parasites (intestinal worms that reproduce within humans.)
2.  Infection spread through infiltration of food processing plants (hiring of unskilled workers, no security screening).
3.  People who feel they are infected are reluctant to communicate and seek help.
4.  Known anti-parasitics cause this particular species to migrate to other parts of the body.
5.  Terrorists have key to cure and demand ransom in the form of major financial control or world financials.
6.  World powers pitted against each other in race for limited anti-parasitics.
7.  Day is saved by computer hacker who hits on a cure for her dog.      ",Pauline,2006-04-19 10:18:00
c54155,a000808,2 trucks are hijacked. One containing giant freaking lasers and the other containing sharks. The rest writes itself.,Tank,2006-04-19 10:41:00
c54156,a000808,"Keep it simple. Set up 8-10 teams of 2-3 people.  All that's needed are shotguns, matches, and non-descript used cars. Start each strike team simultaneously in widely dispersed rural areas near interstate highways. Attack 2 isolated farmsteads: kill the people, burn the buildings.  Scram, and drive down the interstate 40-60 miles, repeat the same procedure through the day for a predetermined period of time, or until caught.  Changing directions may help avoiding apprehension.  It may even be possible to get away afterwards! The whole country would be in a total uproar by the end of the day, with roadblocks, traffic delays, interruption of trucking transport, local vigilante activity, etc.",RadioActive Chief,2006-04-19 10:45:00
c54165,a000808,"A terrorist group starts infiltrating and recruiting large groups of homeless all around with country with offers of food and shelter and the chance to exact revenge on a country that has forgotten them.  The most ""able"" and fanatic to the cause are sent to further recruit and activate cells. They are trained in seclusion, given drugs to control their more ""unpredictable"" habits, brought back to health and brainwashed into becoming human weapons. A day is chosen to send them loose, as suicide bombers, snipers, hijackers...what have you.  Chaos, wailing and gnashing of teeth ensues.",monchichi,2006-04-19 11:46:00
c54175,a000808,"How about smuggling food laced with ergot and LSD into the cafeterias in the Senate and House?  Imagine the chaos, all the bad legislation, the out-of-control spending and pork barrel projects, the bridges to nowhere . . .  Oh, wait, someone must have done that already!",LEC,2006-04-19 13:40:00
c54176,a000808,"Oh.  Forgot it was supposed to be unlikely. hmmm...  Ok here's my second entry. (Yes, I stole chunks from joris, but that's a longstanding tradition in Hollywood, and man was his ""Thanksgiven"" idea funny) movie title: ""Montezuma's Revenge!"" Terrorist teams break into the various tequilla and beer facilities in Mexico.  Once inside they insert slow acting poison into the production lines.  Enough should be added so that one or two bottles are all that needs to be drunk for fatal results. Spring break is just around the corner.  2008 is widely heralded as the 100th anniversary of Spring Break.  Bars, fraternaties, and tourist spots all over the US are gearing up and ordering massive amounts of Mexican alcohol. Can the young brash CIA agent(Luke Wilson) together with his leggy scientist(initially hostile but they will sleep together half way through, a latina actress- Salma Hayek, Penelope Cruz, or Michelle Rodriguez), african american forensics investigator (Chris Rock) and alcoholic failed partner(Bruce Willis) unravel the evil terrorist's plot in time? Can they discover that the evil plan is for America to break into an all out race war? Or will they fall into the terrorist's trap and believe that La Raza (with Al Pacino as the militant leader) are behind this? Will America's most sacred week of drunken debaucery turn into a graveyard of death? Will girls ever go wild again? Or will Wilson and his brave team find the antidote in time (synthesized from Bruce Willis' amazingly effective liver), and discover the true meaning of spring break? Oh! Even better!  movie title: ""Saint Patrick's Day"" Terrorist teams break into the various beer facilities around the US by getting low paying jobs on the nighttime cleanup crews.  Once inside they insert slow acting poison into the production lines.  Enough should be added so that one or two bottles are all that needs to be drunk for fatal results. The poison turns the beer green, but no one notices because St. Patrick's Day is just around the corner.  Bars, fraternaties, and tourist spots all over the country are gearing up for the biggest drinking day of the year and ordering massive amounts of alcohol.. Can the young brash Texas Alcoholic Beverage Commision special  agent(Luke Wilson) together with a leggy scientist(initially hostile but they will sleep together half way through, a latina actress- Salma Hayek, Penelope Cruz, or Michelle Rodriguez), african american forensics investigator (Samuel L Jackson) and alcoholic failed partner (Bruce Willis) unravel the evil terrorist's plot in time? Will America's most drunken of days turn into graveyard of death? Has America lost the luck o' the Irish? Will the Blarney Stone be the grave marker for America? Or will Wilson and his brave team find the antidote in time (synthesized from Bruce Willis' amazingly effective liver), and discover the true meaning of Saint Patrick's Day? ",gandalf23,2006-04-19 13:47:00
c54180,a000808,"The terrorist group convinces NASA that a meteor heading towards earth would end up in perfect geosynchronous orbit to create a space elevator [http://en.wikipedia.org/wiki/Space_Elevator].  They then put in a bid and win the contract to create such an elevator. All of this construction goes on, they hook up the elevator to the meteor, and then everyone realizes that their original goal wasn't to create a space elevator at all!  They just needed an excuse to pull a large space rock into the earth!  Suddenly the space elevator is converted into its true function, a giant winch. Now the world must put together an elite task force to break into their own military base and cut the meteor free before it's pulled in far enough to enter a slow, steady descent to the surface. Included would be an old crazy man who knew all along that the terrorists were going to do it, but no one believed him.",Xentac,2006-04-19 14:27:00
c54186,a000808,"The BEST one would be releasing 10 tribbles into the wild.
http://www.ditl.org/hedspecies.php?52  [quote]With an average litter of ten, a single Tribble can therefore create a population of 1,771,561 within three days, and an amazing 304,481,639,541,400,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000 in thirty days![/quote]
in just 1 month the entire north american continent will be completely full of tribbles.  Now how can you beat that!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",MUnky,2006-04-19 14:57:00
c54204,a000808,"Nuke Hurricane: The terrorists get some old soviet nuclear weapons in Cuba and then plant them in the middle of the Gulf of Mexico. Then at the height of hurricane season they detonate the bomb in the path of an approaching hurricane. This does two things. First the water temperature raises 12 degrees making this hurricane stronger than anything ever imagined. Second, the radiation is also picked up by the storm. With category 5 winds extending 500 miles from the eye, massive flooding and wind damage is inflicted all the way from New Orleans to Chicago. Every hospital in America is filled with people suffering radiation burns and poisoning. The only possible prevention from this becoming a reality is to invade Cuba and place cameras all over the sea bed. All fishermen and boat owners are required to register a newly formed anti nuclear hurricane agency and report any suspecious warheads spotted while out on the water.",Bonjo,2006-04-19 16:35:00
c54205,a000808,The scariest terrorist movie plot I can think of is that somehow they make George Bush president for life!  It would star Ben Afflleck or Pauly Shore as Bush.,Tim,2006-04-19 17:01:00
c54212,a000808,"Possible Plot.  Have the 20+ terrorists buy rifles at random (pretty easily done).  Day after Thanksgiving (biggest shopping day of the year), they each wait at a different large retailer or mall until just before doors open, then fire 20 rounds each and disappear.  Imagine the economic impact to the nation.  Over the next week, they target malls at random, just a couple of shots and disappear.  Wounds count the same as kills, and maybe are better theater for the media interviews.  Law enforcement catches a few, but they operate independently, so no clues or leads from one to link to the others.  Excellent theater for the ""good guys"" suspending all sorts of civil rights in their search for the ""perps"", who really just hide in plain sight.  Scares me just writing it.",Dick Evans,2006-04-19 18:16:00
c54217,a000808,"Mega tsunami.
Away from the eyes of the american security services terrorist detonate explosives in a volcano in the Canary islands , off North Africa.  if placed right the western part of the volcano will slide into the ocean and create a mega tsunami that will be as 160 feet high when it hit American shores. Scientist agree it can happen the question is when will the volcano collapse. 
the terrorists can use the wealth of academic studies on the subject. pretending to be researchers the terrorists can pretend to be  taking ""soil samples"" when they burry the explosives. working on a remote island of the shores of Morocco the terrorist can have less problem smuggling the explosives more over 500,000 bucks goes much further in africa. until the explosives are actually smuggled there,there is no smoking gun.   ",matt,2006-04-19 19:16:00
c54218,a000808,Simultaneous tsunamis wipe out east and west coasts killing millions. The Nepal Maoist Liberation Front fed up with years of US military support for dictator King Gyanendra decide to take the fight to US soil. Their outlandish plan? To sink Hawaii and the Canary Islands and let the ensuing massive tsunamis flood the East and West coasts. How you ask? Bearded suicide bombers disguised as geologists simultaneously guide stolen deep sea submarines packed with C4 into the already unstable continental shelf's under Hawaii and the Canary Islands. Back story? A investigative journalist questions what a land locked high altitude country like Nepal doing lavishly funding a deep-sea-ocean-research institute? An FBI agent investigates the theft of two deep sea submarines in different parts of the world. Money Shot 1: The sinking of Hawaii Money Shot 2: Surfing the Tsunami. Elite team of Navy Seals and west coast surfers overcome their differences to ride the world's biggest wave to strategically place tsunami-calming-bombs in wave's path. Plot twist: The terrorists actually funded by shadowy group of middle America real estate agents who are buying up huge tracts of land in New Mexico and Colorado with a plan to turn it into beach front properties,Jan,2006-04-19 20:38:00
c54223,a000808,"Gas Bar Cancer Terror Who owns America's gasoline infrastructure?  The important part of it is right in the public domain - gas stations.  In many cases, they are owned by individuals as independent or franchised stations. Deep-cover terrorists - enemies on American soil here for years or decades - purchase and operate gas stations across the country, specifically in the more populous metropolitan areas.  Additionally, more terrorists will get jobs as truckers hauling fuel tankers, having access to both their fuel load, the destination tanks, and refinery distribution centers.  At the same time, they start stockpiling quantities of low-level radioactive material, possibly from decomissioned X-ray machines, scrapped smoke detectors, or other sources. On a pre-designated date, these materials are atomized by grinding or electrical discharge machining and introduced into the fuel tanks of these gas stations, possibly including diesel stations as well.  As a result, highly aerosolized radioactive material is dispersed throughout urban centers, for a period of weeks or even months.  This will expose tens of millions of Americans to these cancer-causing agents. Within a year or less, cancer rates in these metropolitan areas will start skyrocketing.  No one will suspect why, or even how, until vehicle engines start prematurely failing, and registering a high degree of radiation.  By then it will be too late - over half of the US population, regardless of age, background, religion, or political beliefs, will have been exposed, necessitating the immediate confiscation of all fuel available to the public in every gas station, and decontaminated if possible.  Transportation will grind to a halt for weeks until clean fuel can be distributed.  Concurrently, the entire population of the US will need to be treated for radiation exposure, for which there will not be nearly enough for even a tenth of the population.  Rioting will be prevalent. This will have long-lasting effects on the entire country, including high infant mortality, stillbirth, and miscarriage rates.  Cremation of the deceased may not be permitted, depending on how contaminated each person becomes with radioactive material. The terrorists involved will not be immune to their plans - they will get sick and die to.  They will be on a suicide mission, and will very likely succeed.",Mr Ska,2006-04-19 21:24:00
c54225,a000808,"The terrorists resurrect the bubonic plague in its pneumonic plague form - it can be transmitted from person to person through respiratory droplets. The mortality rate for untreated cases in real life is supposedly over 90%. Though the plague can currently be treated with modern antibiotics, this strain has been evolved by the terrorists in the lab to resist treatment (in the same way that many modern viruses have naturally evolved to resist antibiotics). The terrorists release large numbers of infected fleas on airplanes and in major airports, and perhaps in places like the Pentagon and the White House. Any place with large crowds, such as major sports events or concerts, are targeted.   Eventually millions of people will be infected with the bubonic plague without any chance of treatment - most of them will die within a week of their infection. (The terrorists could have infected themselves with a treatable strain, thus becoming immune to being infected again?) The outbreak of the bubonic plague would not only cause millions of deaths but also create a mass hysteria. Pretty much everyone has learned about the Black Death of the 14th century and seen the images of dead bodies piled up in carts and fields. The mass media, by its mere nature of reporting events, would make it known to everyone that the basic second 'black death' had come to America. People everywhere would be  freaking out -- the phrase 'bubonic plague' has tragic and well--known connotations/history that other diseases (SARS, anthrax, etc do not have). Americans would be terrified. With this kind of mass hysteria, the terrorists would basically be able to do anything. Blowing up a school would provoke a much greater reaction than it would otherwise. It would be easy for the terrorists to induce chaos and confusion in the masses. As we all know, the Black Death in the 14th century had HUGE imacts on the economy & society of Europe. It would likely also change the course of America's history - probably not to the same extent, but it would definitely cause many lasting damages. This probably sounds more like a disaster or killer virus movie, but that's what'll make it more effective. The movie could have a main plot about the effects of the black plague, juxtaposed with flashback scenes of the terrorists planning and releasing the plague. The concept of a biological weapon (disease) that is released by just 30 people but ultimately kills millions is incredibly terrifying (to me, anyway). The focus of the movie could be about the horror of the second black death, as well as the inner conflicts that the terrorists face when planning and carrying out this act. The possible inner conflicts could be yet another kind of horror.. even though the terrorists know so many people will be killed and may even feel guilt or doubt about it, they still ultimately go through with it.",Haven,2006-04-19 21:41:00
c54226,a000808,"Many of you are thinking small! 1)  Spend something on education for one of the guys in biology.  Synthesize smallpox (feasible for about $250k), infect the rest of the people and fly about the country until they collapse. 2)  Attack the power grid.  Place bombs on as many of the *big* transformers as they can.  Those aren't items you can just order up replacements for.  You can probably get the whole nation this way. 3)  Fuel tankers.  Make a bunch of bombs with timers.  Sneak around truckers stops at night, dropping them into gasoline tanker trucks.  They fall to the bottom and stick themselves in place.  In addition to the explosives there's stuff in there that will burn when exposed to air.  When the timers run down (some weeks from when they start) they burst the tanker and the fuel spills out and ignites.  $500k will buy a *LOT* of bombs, that's a *LOT* of big fires. 4)  Gas stations.  Similar to the above idea but you drop the bombs into the tanks in gas stations.  Burst them open, light them on fire.  Get enough of them and you'll overwhelm the firefighting capacity of the city and might even be able to burn it down.  $500k would suffice for many cities.",Loren,2006-04-19 22:02:00
c54228,a000808,"Ok, here's my plot for you all: First, I have seen the word Coke and Pepsi in a few examples but this one goes way further. Infiltrate Coke and other soda's factories with chemical expert terrorists
Introduce latent agent, unworthy or undetectable in and by itself, so you can distribute as much as possible
This agent must be something that remains un-eliminated by human metabolism.
Then, on a given date, introduce the active agent, in many other manners, say public water systems, orange juice, food, fast food, air, whatever (at very large scale here), 
But that agent in and by itself must also be something that would not warrant immediate action.
Then watch events unfold as the colliding agents, one dormant, the other the precipitator, create havoc and spread death  while World health authorities scramble for bits and pieces as the evidence is scattered and difficult to isolate.      That would be my plot.",Prontissimo,2006-04-19 23:05:00
c54231,a000808,"want something that hasnt been updated in 50 years???
EASY...
Most power grids are based on relay stations...
These stations are on the IDEA that a BASIC amount of power MUST be taken, NO LESS...
There are MILLIONS of these statations...     cuttin ght OUTPUT lines will short the WHOLE thing..BACK to the main stations and power plants...",eca,2006-04-19 23:37:00
c54252,a000808,"blowing stuff up ... oh, c'mon.  lace $20 bills with dimethylmercury (a neurotoxin that can be easily fabricated by any decent biochem grad student) and spread them around major metropolitian areas, airports and tourist hubs.  toxicity is off-scale but symptoms take months to manifest themselves.  by then it's too late.  send sample bills to the CDC and media outlets and watch the panic as people realize handling our paper money carries a death sentence.  the dollar as de facto world currency ends abruptly as does US economic hegemony.  euros anyone?",Dr. Maximus,2006-04-20 03:36:00
c54261,a000808,"Terrorists infiltrate SETI (yes I know we already had that, but read on) and send out insulting messages to technologically superior races, claiming to speak in the name of the USA. Eventually such a race receives these messages and proceeds to whipe the USA off the map (""that'll teach 'em manners!"") with a cosmic death ray.",Ludwig,2006-04-20 04:53:00
c54267,a000808,"It seems somebody already has a workable movie plot that is being played throughout. Just leave it to media, techees and ploticians, who needs terrorists to scare prople.",Mustafa Syed,2006-04-20 05:32:00
c54310,a000808,"Movie Plot:
A famous security expert announces a Movie-Plot Threat Contest, which is answered by an entry, which contains the most devastating terrorist plot ever thought of. Someone decides to realize this plot, and the movie spins an intriguing tale about how this plot begins a vicious self referential and recursive causal chain. The movie cleverly never tells us what the plot is, but some have conjectured that it has something to do with  announcing a movie-plot threat contest. ",fuo,2006-04-20 11:14:00
